contig,feature,start,end,strand,gene_id,biotype
contig011,start_codon,176871,176873,+,JX73_02300,protein_coding
contig011,stop_codon,177066,177068,+,JX73_02300,protein_coding
contig011,gene,177463,178236,-,JX73_02310,protein_coding
contig011,transcript,177463,178236,-,JX73_02310,protein_coding
contig011,exon,177463,178236,-,JX73_02310,protein_coding
contig011,CDS,177466,178236,-,JX73_02310,protein_coding
contig011,start_codon,178234,178236,-,JX73_02310,protein_coding
contig011,stop_codon,177463,177465,-,JX73_02310,protein_coding
contig011,gene,178229,178996,-,JX73_02315,protein_coding
contig011,transcript,178229,178996,-,JX73_02315,protein_coding
contig011,exon,178229,178996,-,JX73_02315,protein_coding
contig011,CDS,178232,178996,-,JX73_02315,protein_coding
contig011,start_codon,178994,178996,-,JX73_02315,protein_coding
contig011,stop_codon,178229,178231,-,JX73_02315,protein_coding
contig011,gene,178996,179682,-,JX73_02320,protein_coding
contig011,transcript,178996,179682,-,JX73_02320,protein_coding
contig011,exon,178996,179682,-,JX73_02320,protein_coding
contig011,CDS,178999,179682,-,JX73_02320,protein_coding
contig011,start_codon,179680,179682,-,JX73_02320,protein_coding
contig011,stop_codon,178996,178998,-,JX73_02320,protein_coding
contig011,gene,180772,180858,+,JX73_02330,tRNA
contig011,transcript,180772,180858,+,JX73_02330,tRNA
contig011,exon,180772,180858,+,JX73_02330,tRNA
contig011,gene,180864,180939,+,JX73_02335,tRNA
contig011,transcript,180864,180939,+,JX73_02335,tRNA
contig011,exon,180864,180939,+,JX73_02335,tRNA
contig011,gene,181030,182085,-,JX73_02340,protein_coding
contig011,transcript,181030,182085,-,JX73_02340,protein_coding
contig011,exon,181030,182085,-,JX73_02340,protein_coding
contig011,CDS,181033,182085,-,JX73_02340,protein_coding
contig011,start_codon,182083,182085,-,JX73_02340,protein_coding
contig011,stop_codon,181030,181032,-,JX73_02340,protein_coding
contig011,gene,182193,184646,-,JX73_02350,protein_coding
contig011,transcript,182193,184646,-,JX73_02350,protein_coding
contig011,exon,182193,184646,-,JX73_02350,protein_coding
contig011,CDS,182196,184646,-,JX73_02350,protein_coding
contig011,start_codon,184644,184646,-,JX73_02350,protein_coding
contig011,stop_codon,182193,182195,-,JX73_02350,protein_coding
contig011,gene,185217,185828,-,JX73_02360,protein_coding
contig011,transcript,185217,185828,-,JX73_02360,protein_coding
contig011,exon,185217,185828,-,JX73_02360,protein_coding
contig011,CDS,185220,185828,-,JX73_02360,protein_coding
contig011,start_codon,185826,185828,-,JX73_02360,protein_coding
contig011,stop_codon,185217,185219,-,JX73_02360,protein_coding
contig011,gene,185971,186330,-,JX73_02365,protein_coding
contig011,transcript,185971,186330,-,JX73_02365,protein_coding
contig011,exon,185971,186330,-,JX73_02365,protein_coding
contig011,CDS,185974,186330,-,JX73_02365,protein_coding
contig011,start_codon,186328,186330,-,JX73_02365,protein_coding
contig011,stop_codon,185971,185973,-,JX73_02365,protein_coding
contig011,gene,186638,188446,+,JX73_02370,protein_coding
contig011,transcript,186638,188446,+,JX73_02370,protein_coding
contig011,exon,186638,188446,+,JX73_02370,protein_coding
contig011,CDS,186638,188443,+,JX73_02370,protein_coding
contig011,start_codon,186638,186640,+,JX73_02370,protein_coding
contig011,stop_codon,188444,188446,+,JX73_02370,protein_coding
contig011,gene,188526,188987,-,JX73_02375,protein_coding
contig011,transcript,188526,188987,-,JX73_02375,protein_coding
contig011,exon,188526,188987,-,JX73_02375,protein_coding
contig011,CDS,188529,188987,-,JX73_02375,protein_coding
contig011,start_codon,188985,188987,-,JX73_02375,protein_coding
contig011,stop_codon,188526,188528,-,JX73_02375,protein_coding
contig011,gene,189148,189702,-,JX73_02380,protein_coding
contig011,transcript,189148,189702,-,JX73_02380,protein_coding
contig011,exon,189148,189702,-,JX73_02380,protein_coding
contig011,CDS,189151,189702,-,JX73_02380,protein_coding
contig011,start_codon,189700,189702,-,JX73_02380,protein_coding
contig011,stop_codon,189148,189150,-,JX73_02380,protein_coding
contig011,gene,192185,192643,+,JX73_02390,protein_coding
contig011,transcript,192185,192643,+,JX73_02390,protein_coding
contig011,exon,192185,192643,+,JX73_02390,protein_coding
contig011,CDS,192185,192640,+,JX73_02390,protein_coding
contig011,start_codon,192185,192187,+,JX73_02390,protein_coding
contig011,stop_codon,192641,192643,+,JX73_02390,protein_coding
contig011,gene,192636,193490,+,JX73_02395,protein_coding
contig011,transcript,192636,193490,+,JX73_02395,protein_coding
contig011,exon,192636,193490,+,JX73_02395,protein_coding
contig011,CDS,192636,193487,+,JX73_02395,protein_coding
contig011,start_codon,192636,192638,+,JX73_02395,protein_coding
contig011,stop_codon,193488,193490,+,JX73_02395,protein_coding
contig011,gene,193504,193809,+,JX73_02400,protein_coding
contig011,transcript,193504,193809,+,JX73_02400,protein_coding
contig011,exon,193504,193809,+,JX73_02400,protein_coding
contig011,CDS,193504,193806,+,JX73_02400,protein_coding
contig011,start_codon,193504,193506,+,JX73_02400,protein_coding
contig011,stop_codon,193807,193809,+,JX73_02400,protein_coding
contig011,gene,193814,194395,+,JX73_02405,protein_coding
contig011,transcript,193814,194395,+,JX73_02405,protein_coding
contig011,exon,193814,194395,+,JX73_02405,protein_coding
contig011,CDS,193814,194392,+,JX73_02405,protein_coding
contig011,start_codon,193814,193816,+,JX73_02405,protein_coding
contig011,stop_codon,194393,194395,+,JX73_02405,protein_coding
contig011,gene,194397,194936,+,JX73_02410,protein_coding
contig011,transcript,194397,194936,+,JX73_02410,protein_coding
contig011,exon,194397,194936,+,JX73_02410,protein_coding
contig011,CDS,194397,194933,+,JX73_02410,protein_coding
contig011,start_codon,194397,194399,+,JX73_02410,protein_coding
contig011,stop_codon,194934,194936,+,JX73_02410,protein_coding
contig011,gene,194949,196532,+,JX73_02415,protein_coding
contig011,transcript,194949,196532,+,JX73_02415,protein_coding
contig011,exon,194949,196532,+,JX73_02415,protein_coding
contig011,CDS,194949,196529,+,JX73_02415,protein_coding
contig011,start_codon,194949,194951,+,JX73_02415,protein_coding
contig011,stop_codon,196530,196532,+,JX73_02415,protein_coding
contig011,gene,196511,197392,+,JX73_02420,protein_coding
contig011,transcript,196511,197392,+,JX73_02420,protein_coding
contig011,exon,196511,197392,+,JX73_02420,protein_coding
contig011,CDS,196511,197389,+,JX73_02420,protein_coding
contig011,start_codon,196511,196513,+,JX73_02420,protein_coding
contig011,stop_codon,197390,197392,+,JX73_02420,protein_coding
contig011,gene,197409,198896,+,JX73_02425,protein_coding
contig011,transcript,197409,198896,+,JX73_02425,protein_coding
contig011,exon,197409,198896,+,JX73_02425,protein_coding
contig011,CDS,197409,198893,+,JX73_02425,protein_coding
contig011,start_codon,197409,197411,+,JX73_02425,protein_coding
contig011,stop_codon,198894,198896,+,JX73_02425,protein_coding
contig011,gene,198896,199273,+,JX73_02430,protein_coding
contig011,transcript,198896,199273,+,JX73_02430,protein_coding
contig011,exon,198896,199273,+,JX73_02430,protein_coding
contig011,CDS,198896,199270,+,JX73_02430,protein_coding
contig011,start_codon,198896,198898,+,JX73_02430,protein_coding
contig011,stop_codon,199271,199273,+,JX73_02430,protein_coding
contig011,gene,199530,201668,+,JX73_02435,protein_coding
contig011,transcript,199530,201668,+,JX73_02435,protein_coding
contig011,exon,199530,201668,+,JX73_02435,protein_coding
contig011,CDS,199530,201665,+,JX73_02435,protein_coding
contig011,start_codon,199530,199532,+,JX73_02435,protein_coding
contig011,stop_codon,201666,201668,+,JX73_02435,protein_coding
contig011,gene,201780,203216,+,JX73_02440,protein_coding
contig011,transcript,201780,203216,+,JX73_02440,protein_coding
contig011,exon,201780,203216,+,JX73_02440,protein_coding
contig011,CDS,201780,203213,+,JX73_02440,protein_coding
contig011,start_codon,201780,201782,+,JX73_02440,protein_coding
contig011,stop_codon,203214,203216,+,JX73_02440,protein_coding
contig011,gene,203248,211263,-,JX73_02445,protein_coding
contig011,transcript,203248,211263,-,JX73_02445,protein_coding
contig011,exon,203248,211263,-,JX73_02445,protein_coding
contig011,CDS,203251,211263,-,JX73_02445,protein_coding
contig011,start_codon,211261,211263,-,JX73_02445,protein_coding
contig011,stop_codon,203248,203250,-,JX73_02445,protein_coding
contig011,gene,211273,212820,-,JX73_02450,protein_coding
contig011,transcript,211273,212820,-,JX73_02450,protein_coding
contig011,exon,211273,212820,-,JX73_02450,protein_coding
contig011,CDS,211276,212820,-,JX73_02450,protein_coding
contig011,start_codon,212818,212820,-,JX73_02450,protein_coding
contig011,stop_codon,211273,211275,-,JX73_02450,protein_coding
contig011,gene,212974,213666,+,JX73_02455,protein_coding
contig011,transcript,212974,213666,+,JX73_02455,protein_coding
contig011,exon,212974,213666,+,JX73_02455,protein_coding
contig011,CDS,212974,213663,+,JX73_02455,protein_coding
contig011,start_codon,212974,212976,+,JX73_02455,protein_coding
contig011,stop_codon,213664,213666,+,JX73_02455,protein_coding
contig011,gene,213777,215108,+,JX73_02460,protein_coding
contig011,transcript,213777,215108,+,JX73_02460,protein_coding
contig011,exon,213777,215108,+,JX73_02460,protein_coding
contig011,CDS,213777,215105,+,JX73_02460,protein_coding
contig011,start_codon,213777,213779,+,JX73_02460,protein_coding
contig011,stop_codon,215106,215108,+,JX73_02460,protein_coding
contig011,gene,215221,215523,+,JX73_02465,protein_coding
contig011,transcript,215221,215523,+,JX73_02465,protein_coding
contig011,exon,215221,215523,+,JX73_02465,protein_coding
contig011,CDS,215221,215520,+,JX73_02465,protein_coding
contig011,start_codon,215221,215223,+,JX73_02465,protein_coding
contig011,stop_codon,215521,215523,+,JX73_02465,protein_coding
contig011,gene,215545,216354,+,JX73_02470,protein_coding
contig011,transcript,215545,216354,+,JX73_02470,protein_coding
contig011,exon,215545,216354,+,JX73_02470,protein_coding
contig011,CDS,215545,216351,+,JX73_02470,protein_coding
contig011,start_codon,215545,215547,+,JX73_02470,protein_coding
contig011,stop_codon,216352,216354,+,JX73_02470,protein_coding
contig011,gene,216358,217182,+,JX73_02475,protein_coding
contig011,transcript,216358,217182,+,JX73_02475,protein_coding
contig011,exon,216358,217182,+,JX73_02475,protein_coding
contig011,CDS,216358,217179,+,JX73_02475,protein_coding
contig011,start_codon,216358,216360,+,JX73_02475,protein_coding
contig011,stop_codon,217180,217182,+,JX73_02475,protein_coding
contig011,gene,217172,217804,+,JX73_02480,protein_coding
contig011,transcript,217172,217804,+,JX73_02480,protein_coding
contig011,exon,217172,217804,+,JX73_02480,protein_coding
contig011,CDS,217172,217801,+,JX73_02480,protein_coding
contig011,start_codon,217172,217174,+,JX73_02480,protein_coding
contig011,stop_codon,217802,217804,+,JX73_02480,protein_coding
contig011,gene,217791,218627,+,JX73_02485,protein_coding
contig011,transcript,217791,218627,+,JX73_02485,protein_coding
contig011,exon,217791,218627,+,JX73_02485,protein_coding
contig011,CDS,217791,218624,+,JX73_02485,protein_coding
contig011,start_codon,217791,217793,+,JX73_02485,protein_coding
contig011,stop_codon,218625,218627,+,JX73_02485,protein_coding
contig011,gene,218647,218949,+,JX73_02490,protein_coding
contig011,transcript,218647,218949,+,JX73_02490,protein_coding
contig011,exon,218647,218949,+,JX73_02490,protein_coding
contig011,CDS,218647,218946,+,JX73_02490,protein_coding
contig011,start_codon,218647,218649,+,JX73_02490,protein_coding
contig011,stop_codon,218947,218949,+,JX73_02490,protein_coding
contig011,gene,218939,220267,+,JX73_02495,protein_coding
contig011,transcript,218939,220267,+,JX73_02495,protein_coding
contig011,exon,218939,220267,+,JX73_02495,protein_coding
contig011,CDS,218939,220264,+,JX73_02495,protein_coding
contig011,start_codon,218939,218941,+,JX73_02495,protein_coding
contig011,stop_codon,220265,220267,+,JX73_02495,protein_coding
contig011,gene,220260,221681,+,JX73_02500,protein_coding
contig011,transcript,220260,221681,+,JX73_02500,protein_coding
contig011,exon,220260,221681,+,JX73_02500,protein_coding
contig011,CDS,220260,221678,+,JX73_02500,protein_coding
contig011,start_codon,220260,220262,+,JX73_02500,protein_coding
contig011,stop_codon,221679,221681,+,JX73_02500,protein_coding
contig011,gene,221674,222780,+,JX73_02505,protein_coding
contig011,transcript,221674,222780,+,JX73_02505,protein_coding
contig011,exon,221674,222780,+,JX73_02505,protein_coding
contig011,CDS,221674,222777,+,JX73_02505,protein_coding
contig011,start_codon,221674,221676,+,JX73_02505,protein_coding
contig011,stop_codon,222778,222780,+,JX73_02505,protein_coding
contig011,gene,222877,223881,+,JX73_02510,protein_coding
contig011,transcript,222877,223881,+,JX73_02510,protein_coding
contig011,exon,222877,223881,+,JX73_02510,protein_coding
contig011,CDS,222877,223878,+,JX73_02510,protein_coding
contig011,start_codon,222877,222879,+,JX73_02510,protein_coding
contig011,stop_codon,223879,223881,+,JX73_02510,protein_coding
contig011,gene,226209,228728,+,JX73_02515,protein_coding
contig011,transcript,226209,228728,+,JX73_02515,protein_coding
contig011,exon,226209,228728,+,JX73_02515,protein_coding
contig011,CDS,226209,228725,+,JX73_02515,protein_coding
contig011,start_codon,226209,226211,+,JX73_02515,protein_coding
contig011,stop_codon,228726,228728,+,JX73_02515,protein_coding
contig011,gene,228808,230001,-,JX73_02520,protein_coding
contig011,transcript,228808,230001,-,JX73_02520,protein_coding
contig011,exon,228808,230001,-,JX73_02520,protein_coding
contig011,CDS,228811,230001,-,JX73_02520,protein_coding
contig011,start_codon,229999,230001,-,JX73_02520,protein_coding
contig011,stop_codon,228808,228810,-,JX73_02520,protein_coding
contig011,gene,230113,230523,+,JX73_02525,protein_coding
contig011,transcript,230113,230523,+,JX73_02525,protein_coding
contig011,exon,230113,230523,+,JX73_02525,protein_coding
contig011,CDS,230113,230520,+,JX73_02525,protein_coding
contig011,start_codon,230113,230115,+,JX73_02525,protein_coding
contig011,stop_codon,230521,230523,+,JX73_02525,protein_coding
contig011,gene,230535,231122,+,JX73_02530,protein_coding
contig011,transcript,230535,231122,+,JX73_02530,protein_coding
contig011,exon,230535,231122,+,JX73_02530,protein_coding
contig011,CDS,230535,231119,+,JX73_02530,protein_coding
contig011,start_codon,230535,230537,+,JX73_02530,protein_coding
contig011,stop_codon,231120,231122,+,JX73_02530,protein_coding
contig011,gene,231695,232888,+,JX73_02535,protein_coding
contig011,transcript,231695,232888,+,JX73_02535,protein_coding
contig011,exon,231695,232888,+,JX73_02535,protein_coding
contig011,CDS,231695,232885,+,JX73_02535,protein_coding
contig011,start_codon,231695,231697,+,JX73_02535,protein_coding
contig011,stop_codon,232886,232888,+,JX73_02535,protein_coding
contig011,gene,233163,234279,+,JX73_02540,protein_coding
contig011,transcript,233163,234279,+,JX73_02540,protein_coding
contig011,exon,233163,234279,+,JX73_02540,protein_coding
contig011,CDS,233163,234279,+,JX73_02540,protein_coding
contig011,start_codon,233163,233165,+,JX73_02540,protein_coding
contig008,gene,224,1837,+,JX73_00325,protein_coding
contig008,transcript,224,1837,+,JX73_00325,protein_coding
contig008,exon,224,1837,+,JX73_00325,protein_coding
contig008,CDS,224,1834,+,JX73_00325,protein_coding
contig008,start_codon,224,226,+,JX73_00325,protein_coding
contig008,stop_codon,1835,1837,+,JX73_00325,protein_coding
contig008,gene,3995,5731,-,JX73_00335,protein_coding
contig008,transcript,3995,5731,-,JX73_00335,protein_coding
contig008,exon,3995,5731,-,JX73_00335,protein_coding
contig008,CDS,3998,5731,-,JX73_00335,protein_coding
contig008,start_codon,5729,5731,-,JX73_00335,protein_coding
contig008,stop_codon,3995,3997,-,JX73_00335,protein_coding
contig008,gene,5796,6383,-,JX73_00340,protein_coding
contig008,transcript,5796,6383,-,JX73_00340,protein_coding
contig008,exon,5796,6383,-,JX73_00340,protein_coding
contig008,CDS,5799,6383,-,JX73_00340,protein_coding
contig008,start_codon,6381,6383,-,JX73_00340,protein_coding
contig008,stop_codon,5796,5798,-,JX73_00340,protein_coding
contig008,gene,6458,7561,+,JX73_00345,protein_coding
contig008,transcript,6458,7561,+,JX73_00345,protein_coding
contig008,exon,6458,7561,+,JX73_00345,protein_coding
contig008,CDS,6458,7558,+,JX73_00345,protein_coding
contig008,start_codon,6458,6460,+,JX73_00345,protein_coding
contig008,stop_codon,7559,7561,+,JX73_00345,protein_coding
contig008,gene,10506,11198,+,JX73_00355,protein_coding
contig008,transcript,10506,11198,+,JX73_00355,protein_coding
contig008,exon,10506,11198,+,JX73_00355,protein_coding
contig008,CDS,10506,11195,+,JX73_00355,protein_coding
contig008,start_codon,10506,10508,+,JX73_00355,protein_coding
contig008,stop_codon,11196,11198,+,JX73_00355,protein_coding
contig008,gene,11210,12889,+,JX73_00360,protein_coding
contig008,transcript,11210,12889,+,JX73_00360,protein_coding
contig008,exon,11210,12889,+,JX73_00360,protein_coding
contig008,CDS,11210,12886,+,JX73_00360,protein_coding
contig008,start_codon,11210,11212,+,JX73_00360,protein_coding
contig008,stop_codon,12887,12889,+,JX73_00360,protein_coding
contig008,gene,12889,13185,+,JX73_00365,protein_coding
contig008,transcript,12889,13185,+,JX73_00365,protein_coding
contig008,exon,12889,13185,+,JX73_00365,protein_coding
contig008,CDS,12889,13182,+,JX73_00365,protein_coding
contig008,start_codon,12889,12891,+,JX73_00365,protein_coding
contig008,stop_codon,13183,13185,+,JX73_00365,protein_coding
contig008,gene,13292,14923,-,JX73_00370,protein_coding
contig008,transcript,13292,14923,-,JX73_00370,protein_coding
contig008,exon,13292,14923,-,JX73_00370,protein_coding
contig008,CDS,13295,14923,-,JX73_00370,protein_coding
contig008,start_codon,14921,14923,-,JX73_00370,protein_coding
contig008,stop_codon,13292,13294,-,JX73_00370,protein_coding
contig008,gene,14978,16183,+,JX73_00375,protein_coding
contig008,transcript,14978,16183,+,JX73_00375,protein_coding
contig008,exon,14978,16183,+,JX73_00375,protein_coding
contig008,CDS,14978,16180,+,JX73_00375,protein_coding
contig008,start_codon,14978,14980,+,JX73_00375,protein_coding
contig008,stop_codon,16181,16183,+,JX73_00375,protein_coding
contig008,gene,16183,16875,+,JX73_00380,protein_coding
contig008,transcript,16183,16875,+,JX73_00380,protein_coding
contig008,exon,16183,16875,+,JX73_00380,protein_coding
contig008,CDS,16183,16872,+,JX73_00380,protein_coding
contig008,start_codon,16183,16185,+,JX73_00380,protein_coding
contig008,stop_codon,16873,16875,+,JX73_00380,protein_coding
contig008,gene,16944,17879,-,JX73_00385,protein_coding
contig008,transcript,16944,17879,-,JX73_00385,protein_coding
contig008,exon,16944,17879,-,JX73_00385,protein_coding
contig008,CDS,16947,17879,-,JX73_00385,protein_coding
contig008,start_codon,17877,17879,-,JX73_00385,protein_coding
contig008,stop_codon,16944,16946,-,JX73_00385,protein_coding
contig008,gene,17881,18924,-,JX73_00390,protein_coding
contig008,transcript,17881,18924,-,JX73_00390,protein_coding
contig008,exon,17881,18924,-,JX73_00390,protein_coding
contig008,CDS,17884,18924,-,JX73_00390,protein_coding
contig008,start_codon,18922,18924,-,JX73_00390,protein_coding
contig008,stop_codon,17881,17883,-,JX73_00390,protein_coding
contig008,gene,19118,19600,-,JX73_00395,protein_coding
contig008,transcript,19118,19600,-,JX73_00395,protein_coding
contig008,exon,19118,19600,-,JX73_00395,protein_coding
contig008,CDS,19121,19600,-,JX73_00395,protein_coding
contig008,start_codon,19598,19600,-,JX73_00395,protein_coding
contig008,stop_codon,19118,19120,-,JX73_00395,protein_coding
contig008,gene,19699,19791,-,JX73_00400,tRNA
contig008,transcript,19699,19791,-,JX73_00400,tRNA
contig008,exon,19699,19791,-,JX73_00400,tRNA
contig008,gene,19859,20812,-,JX73_00405,protein_coding
contig008,transcript,19859,20812,-,JX73_00405,protein_coding
contig008,exon,19859,20812,-,JX73_00405,protein_coding
contig008,CDS,19862,20812,-,JX73_00405,protein_coding
contig008,start_codon,20810,20812,-,JX73_00405,protein_coding
contig008,stop_codon,19859,19861,-,JX73_00405,protein_coding
contig008,gene,20796,21656,-,JX73_00410,protein_coding
contig008,transcript,20796,21656,-,JX73_00410,protein_coding
contig008,exon,20796,21656,-,JX73_00410,protein_coding
contig008,CDS,20799,21656,-,JX73_00410,protein_coding
contig008,start_codon,21654,21656,-,JX73_00410,protein_coding
contig008,stop_codon,20796,20798,-,JX73_00410,protein_coding
contig008,gene,21730,21987,-,JX73_00415,protein_coding
contig008,transcript,21730,21987,-,JX73_00415,protein_coding
contig008,exon,21730,21987,-,JX73_00415,protein_coding
contig008,CDS,21733,21987,-,JX73_00415,protein_coding
contig008,start_codon,21985,21987,-,JX73_00415,protein_coding
contig008,stop_codon,21730,21732,-,JX73_00415,protein_coding
contig008,gene,22441,23670,+,JX73_00420,protein_coding
contig008,transcript,22441,23670,+,JX73_00420,protein_coding
contig008,exon,22441,23670,+,JX73_00420,protein_coding
contig008,CDS,22441,23667,+,JX73_00420,protein_coding
contig008,start_codon,22441,22443,+,JX73_00420,protein_coding
contig008,stop_codon,23668,23670,+,JX73_00420,protein_coding
contig008,gene,23788,24276,-,JX73_00425,protein_coding
contig008,transcript,23788,24276,-,JX73_00425,protein_coding
contig008,exon,23788,24276,-,JX73_00425,protein_coding
contig008,CDS,23791,24276,-,JX73_00425,protein_coding
contig008,start_codon,24274,24276,-,JX73_00425,protein_coding
contig008,stop_codon,23788,23790,-,JX73_00425,protein_coding
contig008,gene,24350,24433,+,JX73_00430,tRNA
contig008,transcript,24350,24433,+,JX73_00430,tRNA
contig008,exon,24350,24433,+,JX73_00430,tRNA
contig008,gene,24596,25408,+,JX73_00435,protein_coding
contig008,transcript,24596,25408,+,JX73_00435,protein_coding
contig008,exon,24596,25408,+,JX73_00435,protein_coding
contig008,CDS,24596,25405,+,JX73_00435,protein_coding
contig008,start_codon,24596,24598,+,JX73_00435,protein_coding
contig008,stop_codon,25406,25408,+,JX73_00435,protein_coding
contig008,gene,25771,27870,+,JX73_00440,protein_coding
contig008,transcript,25771,27870,+,JX73_00440,protein_coding
contig008,exon,25771,27870,+,JX73_00440,protein_coding
contig008,CDS,25771,27867,+,JX73_00440,protein_coding
contig008,start_codon,25771,25773,+,JX73_00440,protein_coding
contig008,stop_codon,27868,27870,+,JX73_00440,protein_coding
contig008,gene,27958,28926,+,JX73_00445,protein_coding
contig008,transcript,27958,28926,+,JX73_00445,protein_coding
contig008,exon,27958,28926,+,JX73_00445,protein_coding
contig008,CDS,27958,28923,+,JX73_00445,protein_coding
contig008,start_codon,27958,27960,+,JX73_00445,protein_coding
contig008,stop_codon,28924,28926,+,JX73_00445,protein_coding
contig008,gene,28938,30878,+,JX73_00450,protein_coding
contig008,transcript,28938,30878,+,JX73_00450,protein_coding
contig008,exon,28938,30878,+,JX73_00450,protein_coding
contig008,CDS,28938,30875,+,JX73_00450,protein_coding
contig008,start_codon,28938,28940,+,JX73_00450,protein_coding
contig008,stop_codon,30876,30878,+,JX73_00450,protein_coding
contig008,gene,30878,31897,+,JX73_00455,protein_coding
contig008,transcript,30878,31897,+,JX73_00455,protein_coding
contig008,exon,30878,31897,+,JX73_00455,protein_coding
contig008,CDS,30878,31894,+,JX73_00455,protein_coding
contig008,start_codon,30878,30880,+,JX73_00455,protein_coding
contig008,stop_codon,31895,31897,+,JX73_00455,protein_coding
contig008,gene,31839,32816,+,JX73_00460,protein_coding
contig008,transcript,31839,32816,+,JX73_00460,protein_coding
contig008,exon,31839,32816,+,JX73_00460,protein_coding
contig008,CDS,31839,32813,+,JX73_00460,protein_coding
contig008,start_codon,31839,31841,+,JX73_00460,protein_coding
contig008,stop_codon,32814,32816,+,JX73_00460,protein_coding
contig008,gene,33108,34556,+,JX73_00470,protein_coding
contig008,transcript,33108,34556,+,JX73_00470,protein_coding
contig008,exon,33108,34556,+,JX73_00470,protein_coding
contig008,CDS,33108,34553,+,JX73_00470,protein_coding
contig008,start_codon,33108,33110,+,JX73_00470,protein_coding
contig008,stop_codon,34554,34556,+,JX73_00470,protein_coding
contig008,gene,34573,36723,-,JX73_00475,protein_coding
contig008,transcript,34573,36723,-,JX73_00475,protein_coding
contig008,exon,34573,36723,-,JX73_00475,protein_coding
contig008,CDS,34576,36723,-,JX73_00475,protein_coding
contig008,start_codon,36721,36723,-,JX73_00475,protein_coding
contig008,stop_codon,34573,34575,-,JX73_00475,protein_coding
contig008,gene,36983,39145,-,JX73_00480,protein_coding
contig008,transcript,36983,39145,-,JX73_00480,protein_coding
contig008,exon,36983,39145,-,JX73_00480,protein_coding
contig008,CDS,36986,39145,-,JX73_00480,protein_coding
contig008,start_codon,39143,39145,-,JX73_00480,protein_coding
contig008,stop_codon,36983,36985,-,JX73_00480,protein_coding
contig008,gene,39556,40155,+,JX73_00485,protein_coding
contig008,transcript,39556,40155,+,JX73_00485,protein_coding
contig008,exon,39556,40155,+,JX73_00485,protein_coding
contig008,CDS,39556,40152,+,JX73_00485,protein_coding
contig008,start_codon,39556,39558,+,JX73_00485,protein_coding
contig008,stop_codon,40153,40155,+,JX73_00485,protein_coding
contig008,gene,41140,41790,-,JX73_00495,protein_coding
contig008,transcript,41140,41790,-,JX73_00495,protein_coding
contig008,exon,41140,41790,-,JX73_00495,protein_coding
contig008,CDS,41143,41790,-,JX73_00495,protein_coding
contig008,start_codon,41788,41790,-,JX73_00495,protein_coding
contig008,stop_codon,41140,41142,-,JX73_00495,protein_coding
contig008,gene,42148,43005,-,JX73_00505,protein_coding
contig008,transcript,42148,43005,-,JX73_00505,protein_coding
contig008,exon,42148,43005,-,JX73_00505,protein_coding
contig008,CDS,42151,43005,-,JX73_00505,protein_coding
contig008,start_codon,43003,43005,-,JX73_00505,protein_coding
contig008,stop_codon,42148,42150,-,JX73_00505,protein_coding
contig008,gene,43370,44296,+,JX73_00510,protein_coding
contig008,transcript,43370,44296,+,JX73_00510,protein_coding
contig008,exon,43370,44296,+,JX73_00510,protein_coding
contig008,CDS,43370,44293,+,JX73_00510,protein_coding
contig008,start_codon,43370,43372,+,JX73_00510,protein_coding
contig008,stop_codon,44294,44296,+,JX73_00510,protein_coding
contig008,gene,44286,45992,+,JX73_00515,protein_coding
contig008,transcript,44286,45992,+,JX73_00515,protein_coding
contig008,exon,44286,45992,+,JX73_00515,protein_coding
contig008,CDS,44286,45989,+,JX73_00515,protein_coding
contig008,start_codon,44286,44288,+,JX73_00515,protein_coding
contig008,stop_codon,45990,45992,+,JX73_00515,protein_coding
contig008,gene,46057,46132,+,JX73_00520,tRNA
contig008,transcript,46057,46132,+,JX73_00520,tRNA
contig008,exon,46057,46132,+,JX73_00520,tRNA
contig008,gene,46202,46275,+,JX73_00525,tRNA
contig008,transcript,46202,46275,+,JX73_00525,tRNA
contig008,exon,46202,46275,+,JX73_00525,tRNA
contig008,gene,46278,46351,+,JX73_00530,tRNA
contig008,transcript,46278,46351,+,JX73_00530,tRNA
contig008,exon,46278,46351,+,JX73_00530,tRNA
contig008,gene,46786,47379,+,JX73_00535,protein_coding
contig008,transcript,46786,47379,+,JX73_00535,protein_coding
contig008,exon,46786,47379,+,JX73_00535,protein_coding
contig008,CDS,46786,47376,+,JX73_00535,protein_coding
contig008,start_codon,46786,46788,+,JX73_00535,protein_coding
contig008,stop_codon,47377,47379,+,JX73_00535,protein_coding
contig008,gene,47482,47925,+,JX73_00540,protein_coding
contig008,transcript,47482,47925,+,JX73_00540,protein_coding
contig008,exon,47482,47925,+,JX73_00540,protein_coding
contig008,CDS,47482,47922,+,JX73_00540,protein_coding
contig008,start_codon,47482,47484,+,JX73_00540,protein_coding
contig008,stop_codon,47923,47925,+,JX73_00540,protein_coding
contig008,gene,47925,48617,+,JX73_00545,protein_coding
contig008,transcript,47925,48617,+,JX73_00545,protein_coding
contig008,exon,47925,48617,+,JX73_00545,protein_coding
contig008,CDS,47925,48614,+,JX73_00545,protein_coding
contig008,start_codon,47925,47927,+,JX73_00545,protein_coding
contig008,stop_codon,48615,48617,+,JX73_00545,protein_coding
contig008,gene,48728,50101,-,JX73_00550,protein_coding
contig008,transcript,48728,50101,-,JX73_00550,protein_coding
